Track name;Time;Displacement X Reference Frame;Displacement Y Reference Frame;Displacement Z Reference Frame
1res_B3EON;33;-16,77;2,89;-15,45
1res_B3EON;34;-16,82;3,62;-16,53
1res_B3EON;35;-19,07;6,29;-15,56
1res_B3EON;36;-19,69;6,42;-16,1
1res_B3EON;37;-21,92;5,05;-17,41
1res_B3EON;38;-20,85;4,7;-18,48
1res_B3EON;39;-22,44;4,58;-16,81
1res_B3EON;40;-24,19;3,24;-16,87
1res_B3EON;41;-22,77;3,17;-15,92
1res_B3EON;42;-24,21;3,27;-16,79
1res_B3EON;43;-23,55;-0,57;-12,96
1res_B3EON;44;-22,19;-0,66;-9,37
1res_B3EON;45;-24,03;-1,18;-10,22
1res_B3EON;46;-25,63;-2,45;-10,59
1res_B3EON;47;-26,29;-3,95;-11,46
1res_B3EON;48;-26,36;-3,23;-9,97
1res_B3EON;49;-26,57;-4,5;-11,66
1res_B3EON;50;-28,24;-3,37;-12,54
1res_B3EON;51;-28,82;-5,27;-14,3
1res_B3EON;52;-29,59;-3,77;-12,03
1res_B3EON;53;-29,96;-4,48;-12,28
1res_B3EON;54;-29,96;-4,48;-12,28
1res_B3EON;55;-30,94;-3,11;-12,11
1res_B3EON;56;-30,4;-1,72;-11,13
1res_B3EON;57;-28,62;-1,08;-9,92
1res_B3EON;58;-28,39;-1,7;-9,15
1res_B3EON;59;-30,14;-1,21;-8,45
1res_B3EON;60;-30,55;-1,04;-7,04
1res_B3EON;61;-30,16;-1,39;-6,24
1res_B3EON;62;-29,64;-0,62;-6,28
1res_B3EON;63;-27,94;-1,34;-7,25
1res_B3EON;64;-27,56;-0,72;-7,18
1res_B3EON;65;-29,67;-0,74;-6,41
1res_B3EON;66;-29,99;0,43;-5,95
1res_B3EON;67;-29,75;0,49;-9,01
1res_B3EON;68;-29,74;-0,78;-8,8
1res_B3EON;69;-28,84;0,13;-9,64
1res_B3EON;70;-27,46;0,92;-9,53
1res_B3EON;71;-27,6;0,78;-9,41
1res_B3EON;72;-27,52;0,51;-10,1
1res_B3EON;73;-27,56;1,53;-10,66
1res_B3EON;74;-26,27;1,66;-9,01
1res_B3EON;75;-26,04;1,05;-8,22
1res_B3EON;76;-25,93;0,59;-6,86
1res_B3EON;77;-25,85;1,5;-5,47
1res_B3EON;78;-24,94;1,49;-5,48
1res_B3EON;79;-24,6;2,8;-4,08
1res_B3EON;80;-25,61;1,76;-3,18
1res_B3EON;81;-24,79;0,53;-2,63
1res_B3EON;82;-23,81;-0,05;-1,38
1res_B3EON;83;-23,7;1,1;0,37
1res_B3EON;84;-23,4;1,38;0,04
1res_B3EON;85;-24,52;0,94;-0,14
1res_B3EON;86;-26,44;2,25;-0,02
1res_B3EON;87;-26,05;2,04;-1,46
1res_B3EON;88;-25,1;0,8;-1,66
1res_B3EON;89;-24,87;1,52;-1,81
1res_B3EON;90;-25,13;1,49;0,02
2res_A2EON;1;0;0;0
2res_A2EON;2;0,94;3,1;1,89
2res_A2EON;3;1,94;3,97;4,65
2res_A2EON;4;3,86;5,03;6,88
2res_A2EON;5;6,16;6,28;5,39
2res_A2EON;6;6,83;5,67;5,3
2res_A2EON;7;10,17;6,4;3,06
2res_A2EON;8;8,44;6,76;4,35
2res_A2EON;9;8,66;6,84;3,1
2res_A2EON;10;8,07;5,29;1,5
2res_A2EON;11;8,45;5,34;2,42
2res_A2EON;12;8,18;5,31;1,48
2res_A2EON;13;8,79;4,66;2,38
2res_A2EON;14;10,65;2,8;2,68
2res_A2EON;15;12,06;3,04;4,22
2res_A2EON;16;11,66;5,17;4,85
2res_A2EON;17;12,68;5,35;5,47
2res_A2EON;18;13,03;3,22;4,64
2res_A2EON;19;12,84;1,77;2,09
2res_A2EON;20;12,78;1,76;1,9
2res_A2EON;21;12,67;0,3;0,34
2res_A2EON;22;8,85;-0,45;-0,11
2res_A2EON;23;10,77;-2,94;-3,59
2res_A2EON;24;12,73;-3,99;-4,94
2res_A2EON;25;12,9;-5,4;-6,34
2res_A2EON;26;13,69;-4,51;-6,08
2res_A2EON;27;13,91;-3,74;-5,34
2res_A2EON;28;14,91;-0,64;-2,8
2res_A2EON;29;15,31;1,7;-3,99
2res_A2EON;30;12,24;-1,85;-5,34
2res_A2EON;31;12,36;-4,02;-6,54
2res_A2EON;32;12,15;-4,76;-8,01
2res_A2EON;33;12,47;-5,44;-7,74
2res_A2EON;34;12,47;-5,44;-7,74
2res_A2EON;35;13,8;-3,75;-5,7
2res_A2EON;36;13,63;-2,27;-6,54
2res_A2EON;37;13,63;-2,27;-6,54
2res_A2EON;38;13,24;-1,6;-7,01
2res_A2EON;39;12,1;-3,26;-8,85
2res_A2EON;40;11,43;-3,43;-7,63
2res_A2EON;41;12,76;-3,14;-8,24
2res_A2EON;42;12,77;-5,35;-9,07
2res_A2EON;43;13,16;-6,73;-9,76
2res_A2EON;44;12,62;-7,53;-11,5
2res_A2EON;45;12,17;-8,37;-11,47
2res_A2EON;46;10,88;-10,04;-13,81
2res_A2EON;47;10,92;-12,26;-13,67
2res_A2EON;48;9,35;-11,92;-11,03
2res_A2EON;49;8,94;-12,69;-12,79
