Track name;Time;Displacement X Reference Frame;Displacement Y Reference Frame;Displacement Z Reference Frame;Position X Reference Frame;Position Y Reference Frame;Position Z Reference Frame;Velocity Angle X Reference Frame;Velocity Angle Y Reference Frame;Velocity Angle Z Reference Frame
1wt_B1EON;12;14,55;23,95;-10,05;51,07;143,97;-86,69;60,44;33,98;105,22
1wt_B1Skin;12;-23,4;7,91;0,39;13,05;99,65;-42,13;29,42;113,01;107,32
1wt_B2EON;12;16,1;7,08;-15,91;46,82;124,53;-80,23;80,26;9,88;91,59
1wt_B2Skin;12;-3,16;15,84;-10,13;58,12;113,55;-70,23;33,97;108,85;117,12
1wt_C1EON;12;3,65;21,34;-9,7;-52,58;63,37;-85,3;24,24;67,1;82,5
1wt_C1Skin;12;-13,01;14,18;-9,27;-28,01;35,41;-41,74;126,38;103,39;140,46
1wt_C2EON;12;-5,08;19,84;-12,87;-48,99;86,35;-80,71;70,01;20;89,78
1wt_C2Skin;12;-11,74;15,77;-13,29;-44,25;63,16;-58,15;43,42;133,15;86,04
1wt_D1EON;12;8,61;5,22;-2,9;48,95;48,02;-50,24;135,96;47,4;99,14
1wt_D1Skin;12;-4,83;8,85;0,74;47,65;41,84;-41,03;106,54;163,09;93,47
1wt_D2EON;12;4,59;16,45;3,88;58,66;65,79;-57,71;148,99;100,83;118,68
1wt_D2Skin;12;7,46;6,6;-7,36;104,15;60,88;-80,2;55,85;114,89;135,45
1wt_E1EON;12;-18,85;39,81;-2,39;-33,19;0,08;-59,24;118,32;29,44;97,41
1wt_E1Skin;12;-10,68;17,74;-5,9;-52,1;-18,03;-73,36;68,73;156,38;99,8
1wt_E2EON;12;-9,34;40,16;5,26;-38,96;9,05;-60,71;98,22;9,43;94,59
1wt_E2Skin;12;-16,64;18,38;-10,38;-69,69;0,15;-82,98;122,28;41,52;113,13
1wt_F1EON;12;6,47;31,42;1,32;56,85;17,98;-61,36;38,7;127,09;80,51
1wt_F1Skin;12;-6,46;12,82;9,85;51,49;-2,57;-50,05;142,56;127,14;85,9
1wt_F2EON;12;8,43;10,27;-2,21;77,27;22,16;-67,29;70,67;159,61;83,76
1wt_F2Skin;12;2,27;-4,74;-2,38;63,65;1,96;-56,31;149,25;120,25;84,98
1wt_A1EON;13;4,59;18,54;-13,43;-18,34;143,12;-93,2;158,99;109,35;97,9
1wt_A1Skin;13;-17,67;19,31;-27,98;-69,4;126,63;-101,47;105,38;154,68;70,39
1wt_A2EON;13;-11,6;-4,04;-5,76;-26,14;108,81;-66,26;51,72;140,45;81,52
1wt_A2Skin;13;-17,54;18,75;-26,54;-98,45;104,45;-112,79;132,01;64,79;127,51
1wt_B1EON;13;15,6;27,81;-13,13;52,12;147,83;-89,77;63;44,21;121,96
1wt_B1Skin;13;-22,73;7,57;0,04;13,72;99,3;-42,49;78,84;140,19;52,39
1wt_B2EON;13;15,99;10,94;-16,15;46,71;128,4;-80,46;106,86;163,15;89,67
1wt_B2Skin;13;-2,56;16,06;-10,64;58,72;113,77;-70,74;51,42;128,14;61,37
1wt_C1EON;13;5,31;20,53;-9,38;-50,91;62,56;-84,97;58,41;64,02;43,07
1wt_C1Skin;13;-12,86;13,87;-9,6;-27,86;35,1;-42,07;43,98;72,54;51,23
1wt_C2EON;13;-6,3;18,65;-11,22;-50,21;85,16;-79,06;149,01;77,49;117,85
1wt_C2Skin;13;-10,92;15,02;-13,03;-43,43;62,41;-57,89;71,87;142,67;58,64
1wt_D1EON;13;8,61;5,22;-2,9;48,95;48,02;-50,24;87,49;175,56;86,33
1wt_D1Skin;13;-5,71;8,08;1,05;46,78;41,07;-40,72;105,79;158,67;76,02
1wt_D2EON;13;0,92;15,35;1,31;55;64,68;-60,28;123;67,56;138,32
1wt_D2Skin;13;8,49;3,83;-8,63;105,19;58,11;-81,47;72,26;154,78;107,34
1wt_E1EON;13;-19,69;41,93;-2,65;-34,02;2,2;-59,5;170,48;91,4;99,42
1wt_E1Skin;13;-10,41;16,81;-6,07;-51,83;-18,96;-73,53;61,58;129,64;52,74
1wt_E2EON;13;-8,95;42,4;5,19;-38,58;11,29;-60,78;133,16;44,53;98,92
1wt_E2Skin;13;-17,87;19,63;-11,23;-70,92;1,4;-83,83;123,94;34,16;93,43
1wt_F1EON;13;7,57;27,53;1,73;57,95;14,09;-60,96;101,11;168,82;88,65
1wt_F1Skin;13;-6,83;13,28;9,97;51,11;-2,11;-49,94;125,22;68,65;43
1wt_F2EON;13;10,9;7,49;-1,64;79,74;19,39;-66,72;91,79;163,75;106,15
1wt_F2Skin;13;2,38;-5,17;-2,79;63,76;1,53;-56,72;111,73;146,75;66,14
1wt_A1EON;14;3,74;18,29;-13,56;-19,19;142,86;-93,33;71,66;18,34;90,08
1wt_A1Skin;14;-19,14;15,61;-26,7;-70,86;122,92;-100,19;109,32;155,63;75,71
1wt_A2EON;14;-11,3;-5,58;-5,62;-25,83;107,28;-66,12;72,92;90,11;17,09
1wt_A2Skin;14;-19,49;19,87;-27,77;-100,39;105,57;-114,02;153,7;89,71;116,31
1wt_B1EON;14;16,99;27,81;-12,9;53,5;147,82;-89,53;9,52;90,22;80,49
1wt_B1Skin;14;-23,12;6,8;1,28;13,34;98,53;-41,25;102,91;131,59;44,45
1wt_B2EON;14;15,8;6,1;-15,91;46,52;123,55;-80,22;79,58;168,45;85,07
1wt_B2Skin;14;-2,56;15,25;-9,68;58,72;112,96;-69,78;123,72;131,64;59,97
1wt_C1EON;14;6,03;23,33;-6,38;-50,2;65,36;-81,98;64,55;27,98;79,16
1wt_C1Skin;14;-12,09;14,57;-8,47;-27,09;35,8;-40,94;48,63;91,61;41,42
1wt_C2EON;14;-8,52;20,71;-14,74;-52,43;87,22;-82,58;131,01;67,79;130,78
1wt_C2Skin;14;-11,26;14,56;-12,49;-43,77;61,95;-57,35;113,92;155,22;96,13
1wt_D1EON;14;8,71;2,92;-2,75;49,05;45,73;-50,09;76,48;165,41;84,6
1wt_D1Skin;14;-5,43;6,81;1,27;47,06;39,79;-40,5;59,32;149,18;92,7
1wt_D2EON;14;1,98;18,28;0,3;56,06;67,61;-61,29;92,63;12,64;102,36
1wt_D2Skin;14;8,87;2,4;-8,75;105,57;56,68;-81,58;58,87;121,63;132,58
1wt_E1EON;14;-23,62;39,69;-3,18;-37,95;-0,04;-60,03;170,51;90,33;99,49
1wt_E1Skin;14;-9,98;16,8;-5,01;-51,4;-18,97;-72,46;73,65;95,37;17,26
1wt_E2EON;14;-9,93;40,77;5,12;-39,55;9,67;-60,85;118;145;70,75
1wt_E2Skin;14;-17,75;20,03;-10,5;-70,8;1,8;-83,1;119,83;55,02;49,38
1wt_F1EON;14;5,13;24,58;1,48;55,51;11,14;-61,2;119,54;150,39;91,9
1wt_F1Skin;14;-7,87;13,71;11,65;50,08;-1,68;-48,25;136,59;77,85;49,14
1wt_F2EON;14;8,24;4,34;-3,92;77,08;16,24;-69;140,36;117,04;116,61
1wt_F2Skin;14;1,84;-5,7;-1,92;63,22;1,01;-55,85;135,9;110,47;53,01
1wt_A1EON;15;5,31;20,72;-13,44;-17,62;145,29;-93,2;21,02;70,65;82,1
1wt_A1Skin;15;-19,44;14,44;-26,66;-71,17;121,75;-100,15;98,14;171,5;92,47
1wt_A2EON;15;-10,61;-4,05;-2,56;-25,15;108,81;-63,06;58,81;95,49;31,78
1wt_A2Skin;15;-20,06;18,77;-27,78;-100,96;104,47;-114,04;122,52;141,3;108,62
1wt_B1EON;15;18,58;27,8;-12,63;55,09;147,82;-89,27;9,52;90,22;80,49
1wt_B1Skin;15;-23,22;6,12;1,59;13,24;97,86;-40,94;47,74;131,89;71,39
1wt_B2EON;15;16,76;6,79;-15,78;47,48;124,24;-80,1;11,24;83,42;80,93
1wt_B2Skin;15;-3,58;14,83;-9,72;57,7;112,55;-69,82;162,85;74,25;83,37
1wt_C1EON;15;7,92;25,9;-8,24;-48,3;67,93;-83,83;59,06;45,92;120,12
1wt_C1Skin;15;-10,85;13,78;-7,32;-25,85;35,01;-39,79;48,28;124,21;60,59
1wt_C2EON;15;-10,12;20,85;-15,02;-54,03;87,36;-82,86;159,34;72,12;100,03
1wt_C2Skin;15;-11,89;12,83;-13,28;-44,4;60,22;-58,15;118,51;143,85;110,31
1wt_D1EON;15;9,76;0,44;-2,44;50,1;43,25;-49,77;55,58;144,37;81,91
1wt_D1Skin;15;-4,34;5,78;0,92;48,14;38,77;-40,85;32,96;114,17;111,01
1wt_D2EON;15;0,62;21,89;-0,13;54,69;71,22;-61,72;88,72;3,3;93,04
1wt_D2Skin;15;9,49;2,82;-9,94;106,19;57,09;-82,78;46,14;110,71;128,93
1wt_E1EON;15;-25,06;41,9;-3,54;-39,39;2,17;-60,4;132,93;44,3;98,9
1wt_E1Skin;15;-10,2;16,74;-5,37;-51,62;-19,03;-72,82;137,03;75,55;129,37
1wt_E2EON;15;-10,26;40,11;6,12;-39,89;9;-59,86;100,12;12,62;82,54
1wt_E2Skin;15;-18,37;20,21;-10,57;-71,42;1,98;-83,17;118,74;28,86;92,43
1wt_F1EON;15;5,69;24,21;1,6;56,07;10,77;-61,08;30,36;118,39;80,13
1wt_F1Skin;15;-9,66;14,1;12,51;48,29;-1,29;-47,39;153,38;96,93;64,44
1wt_F2EON;15;6,38;4,83;-4,26;75,22;16,72;-69,34;166,23;80,52;99,9
1wt_F2Skin;15;0,69;-6;-1,37;62,07;0,71;-55,3;145,16;99,97;57,02
1wt_A1EON;16;5,09;18,77;-13,36;-17,83;143,34;-93,13;122,82;147,07;92,47
1wt_A1Skin;16;-19,34;14,18;-26,76;-71,06;121,49;-100,25;79,48;99,92;14,54
1wt_A2EON;16;-9,22;-5,96;-2,22;-23,76;106,9;-62,72;76,56;165,48;84,61
1wt_A2Skin;16;-20,94;17,76;-28,63;-101,84;103,46;-114,89;142,25;111,73;119,19
1wt_B1EON;16;17,98;27,8;-12,73;54,5;147,82;-89,37;77,85;12,21;91,17
1wt_B1Skin;16;-21,04;4,73;2,27;15,42;96,47;-40,26;24,67;109,94;76,09
1wt_B2EON;16;18,07;6,36;-15,54;48,79;123,82;-79,86;50,46;139,16;81,4
1wt_B2Skin;16;-10,78;17,58;-8,68;50,51;115,3;-68,78;141,33;51,94;84,16
1wt_C1EON;16;7,09;24,77;-7,42;-49,13;66,8;-83,01;120,95;134,08;59,89
1wt_C1Skin;16;-10,19;12,96;-7,07;-25,19;34,19;-39,54;70,03;158,58;97,44
1wt_C2EON;16;-10,73;21,43;-15,15;-54,64;87,94;-82,99;59,81;135,05;119,76
1wt_C2Skin;16;-12,43;12,58;-13,34;-44,94;59,97;-58,2;167,3;86,97;102,32
1wt_D1EON;16;11,35;-0,88;-2,09;51,7;41,92;-49,43;65,52;154,43;83,07
1wt_D1Skin;16;-3,64;5,93;0,51;48,85;38,92;-41,27;40,89;59,23;114,11
1wt_D2EON;16;2,04;20,93;0,16;56,12;70,26;-61,43;14,78;100,83;80,07
1wt_D2Skin;16;10,2;1,73;-9,95;106,89;56;-82,78;127,01;93,88;37,28
1wt_E1EON;16;-27,31;43,57;-4,01;-41,64;3,83;-60,87;131,24;42,58;98,76
1wt_E1Skin;16;-10,68;17,04;-5,62;-52,1;-18,73;-73,07;119;42,47;61,96
1wt_E2EON;16;-10,75;45,37;5,73;-40,38;14,27;-60,24;106,03;17,09;95,77
1wt_E2Skin;16;-19,12;22,52;-10,62;-72,17;4,29;-83,22;40,01;106,39;54,71
1wt_F1EON;16;6,8;23,66;1,82;57,18;10,22;-60,87;28,06;115,95;80,06
1wt_F1Skin;16;-9,98;13,43;12,67;47,96;-1,97;-47,23;136,67;104,21;50,14
1wt_F2EON;16;4,01;5,06;-4,67;72,85;16,96;-69,75;146,79;122,46;96,29
1wt_F2Skin;16;0,09;-6,07;-0,76;61,47;0,64;-54,69;125,37;83,43;36,16
1wt_A1EON;17;3,78;18,35;-13,56;-19,15;142,93;-93,33;159,68;108,57;97,98
1wt_A1Skin;17;-19,36;14,36;-26,23;-71,09;121,67;-99,72;140,78;84,88;51,24
1wt_A2EON;17;-10,1;-6,18;-2,35;-24,64;106,67;-62,86;122,14;142,49;107,26
1wt_A2Skin;17;-21,92;17,89;-28,93;-102,83;103,6;-115,18;155,57;94,52;113,96
1wt_B1EON;17;18,8;28,82;-12,65;55,31;148,84;-89,29;85,19;35,06;124,63
1wt_B1Skin;17;-20,26;5,01;2,37;16,19;96,75;-40,16;162,18;100,24;75,57
1wt_B2EON;17;19,11;4;-15,23;49,83;121,45;-79,55;70,17;88,23;160,09
1wt_B2Skin;17;-10,58;20,36;-8,81;50,7;118,07;-68,91;81,46;20,89;108,92
1wt_C1EON;17;6,03;23,33;-6,38;-50,2;65,36;-81,98;129,57;135,06;107,79
1wt_C1Skin;17;-10,42;12,6;-7,49;-25,42;33,83;-39,96;33,8;116,81;71
1wt_C2EON;17;-9,3;19,7;-15,82;-53,21;86,2;-83,67;19,49;108,8;94,97
1wt_C2Skin;17;-12,39;12,86;-13,39;-44,9;60,25;-58,25;89,91;166,01;76,01
1wt_D1EON;17;10,38;-0,91;-2,26;50,73;41,89;-49,59;110,73;159,28;90,35
1wt_D1Skin;17;-3,6;6,28;0,52;48,89;39,27;-41,25;40,13;96,73;129,33
1wt_D2EON;17;2,64;21,5;0,23;56,72;70,83;-61,36;93,25;4,99;93,79
1wt_D2Skin;17;7,5;2,6;-7,3;104,19;56,87;-80,14;122,39;77,52;35,28
1wt_E1EON;17;-28;45,19;-4,22;-42,34;5,46;-61,07;108,67;19,72;96,15
1wt_E1Skin;17;-10,43;17,09;-5,15;-51,85;-18,69;-72,6;59,51;141,34;68,63
1wt_E2EON;17;-12,44;47,64;5,32;-42,07;16,53;-60,65;107,05;18,11;95,92
1wt_E2Skin;17;-14,97;18,96;-8,01;-68,02;0,73;-80,61;48,29;128,33;65,44
1wt_F1EON;17;6,22;23,94;1,7;56,6;10,5;-60,98;123,39;34,58;97,99
1wt_F1Skin;17;-10,58;13,79;13,33;47,36;-1,6;-46,57;147,82;116,9;73,68
1wt_F2EON;17;4,21;3,44;-4,55;73,06;15,33;-69,63;82,75;171,49;85,57
1wt_F2Skin;17;0,01;-5,86;-0,42;61,39;0,84;-54,36;127,17;130,71;62,75
1wt_A1EON;18;3,76;18,31;-13,56;-19,17;142,89;-93,33;108,24;152,82;109,44
1wt_A1Skin;18;-19,96;14,25;-26,26;-71,68;121,56;-99,76;145,4;56,68;98,27
1wt_A2EON;18;-11,35;-9,14;-3,4;-25,89;103,72;-63,91;101,96;165,4;98,27
1wt_A2Skin;18;-22,18;17,65;-29,19;-103,09;103,35;-115,44;106,07;163,75;92,42
1wt_B1EON;18;18,14;29,35;-13,8;54,66;149,37;-90,44;106,05;27,14;111,28
1wt_B1Skin;18;-21,92;4,57;2,5;14,54;96,3;-40,03;124,74;130,28;59,51
1wt_B2EON;18;19,45;6,49;-19,36;50,17;123,94;-83,68;79,32;89,38;169,3
1wt_B2Skin;18;-10,29;20,67;-9,75;51;118,38;-69,85;101,89;25,06;111,73
1wt_C1EON;18;4,72;22,14;-8,56;-51,5;64,17;-84,15;129,46;129,98;115,36
1wt_C1Skin;18;-3,56;9,36;-4,47;-18,56;30,59;-36,94;30,64;113,83;71,9
1wt_C2EON;18;-7,11;20,2;-15,48;-51,02;86,7;-83,33;82,03;137,63;48,73
1wt_C2Skin;18;-12,43;11,29;-13,02;-44,94;58,68;-57,88;119,11;149,21;80,83
1wt_D1EON;18;10,92;-2,03;-2,1;51,26;40,77;-49,44;92,28;176,34;87,13
1wt_D1Skin;18;-3,45;5,9;0,35;49,03;38,89;-41,42;116,66;96,17;27,47
1wt_D2EON;18;1,97;22,09;0,09;56,05;71,42;-61,5;160,35;107,8;98,07
1wt_D2Skin;18;8,03;2,6;-6,65;104,73;56,87;-79,49;58,18;35,78;104,63
1wt_E1EON;18;-29,36;49,62;-4,7;-43,69;9,88;-61,55;99,61;10,76;94,81
1wt_E1Skin;18;-9,93;15,88;-5,08;-51,35;-19,89;-72,53;63,15;149,09;75,83
1wt_E2EON;18;-12,85;52,16;5;-42,47;21,06;-60,97;111,5;22,56;96,54
1wt_E2Skin;18;-11,5;15,41;-5,86;-64,55;-2,81;-78,46;54,44;137,76;70,29
1wt_F1EON;18;4,95;26,42;1,35;55,33;12,98;-61,33;76,91;13,13;91
1wt_F1Skin;18;-11,67;12,52;13,23;46,28;-2,87;-46,67;129,46;140,25;85,92
1wt_F2EON;18;4,15;3,97;-4,59;72,99;15,86;-69,67;129,51;40,81;98,6
1wt_F2Skin;18;-0,28;-6,48;-0,47;61,1;0,23;-54,4;122,29;139,26;67,97
1wt_A1EON;19;2,82;15,63;-14,57;-20,1;140,21;-94,34;112,47;119,01;38,12
1wt_A1Skin;19;-19,94;14,75;-26,33;-71,67;122,06;-99,82;92,12;92,62;3,37
1wt_A2EON;19;-11,38;-12,15;-3,24;-25,92;100,71;-63,74;94,73;116,32;26,8
1wt_A2Skin;19;-22,52;15,82;-29,02;-103,43;101,52;-115,28;121,32;122,56;48,43
1wt_B1EON;19;17,75;32,21;-14,03;54,26;152,23;-90,67;97,82;9,05;94,53
1wt_B1Skin;19;-21,5;3,61;3,47;14,95;95,35;-39,05;114,13;108,92;31,44
1wt_B2EON;19;19,85;4,04;-19,16;50,57;121,49;-83,47;100,38;110,05;22,79
1wt_B2Skin;19;-10,82;21,39;-9,23;50,46;119,1;-69,33;104,84;67,42;27,49
1wt_C1EON;19;2,44;19,7;-8,8;-53,78;61,73;-84,39;92,38;138,18;48,28
1wt_C1Skin;19;-2,69;8,97;-4,7;-17,69;30,2;-37,16;74,66;104,31;21,23
1wt_C2EON;19;-9,07;18,44;-14,7;-52,98;84,95;-82,55;97,83;153,72;65,08
1wt_C2Skin;19;-13,58;10,75;-13;-46,09;58,14;-57,86;141,65;112,52;60,78
1wt_D1EON;19;10,31;-2,74;-2,16;50,65;40,06;-49,5;106,07;102,24;20,4
1wt_D1Skin;19;-3,71;6,26;0,74;48,77;39,25;-41,03;93,21;59,08;31,13
1wt_D2EON;19;0,57;20,83;-0,08;54,65;70,16;-61,67;129,21;129,62;63,88
1wt_D2Skin;19;8,48;4,1;-7,77;105,17;58,38;-80,61;92,25;58,58;31,52
1wt_E1EON;19;-29,35;53,13;-4,9;-43,68;13,4;-61,75;83,56;31,39;59,43
1wt_E1Skin;19;-9,85;15,98;-4,83;-51,27;-19,79;-72,28;90,69;78,78;11,24
1wt_E2EON;19;-15,22;54,65;4,46;-44,85;23,54;-61,51;141,13;52,73;99,49
1wt_E2Skin;19;-11,49;14,52;-5,99;-64,53;-3,71;-78,59;92,26;102,39;12,6
1wt_F1EON;19;6,85;26,67;1,65;57,23;13,22;-61,03;71,15;41,91;54,23
1wt_F1Skin;19;-11,78;12,34;13,46;46,17;-3,05;-46,44;95,35;65,51;25,15
1wt_F2EON;19;1,43;6,75;-5,2;70,27;18,65;-70,28;100,25;96,31;12,07
1wt_F2Skin;19;-0,6;-6,72;0;60,79;-0,02;-53,93;96,39;80,1;11,82
1wt_A1EON;20;0,47;14,14;-6,79;-22,46;138,72;-86,56;103,98;114,9;29,03
1wt_A1Skin;20;-20,1;14,07;-22,36;-71,82;121,39;-95,85;91,55;96,58;6,76
1wt_A2EON;20;-12,01;-12,7;3,77;-26,55;100,16;-56,74;92,47;79,03;11,26
1wt_A2Skin;20;-24,3;15,45;-26,48;-105,21;101,15;-112,73;111,51;121,04;39,25
1wt_B1EON;20;17,75;32,21;-14,03;54,26;152,23;-90,67;90;90;90
1wt_B1Skin;20;-24,07;2,86;6,99;12,38;94,6;-35,53;138,06;92,28;48,15
1wt_B2EON;20;18,66;5;-15,36;49,39;122,46;-79,68;81,88;123,79;35,01
1wt_B2Skin;20;-11,43;22,39;-5,78;49,85;120,1;-65,88;96,89;66,4;24,71
1wt_C1EON;20;4,59;19,74;-6,42;-51,63;61,78;-82,01;73,46;73,06;24,04
1wt_C1Skin;20;-2,84;8,7;-1,95;-17,85;29,93;-34,42;98,42;88,3;8,58
1wt_C2EON;20;-7,46;17,89;-14,4;-51,37;84,4;-82,25;119,67;109,64;36,74
1wt_C2Skin;20;-14,07;10,49;-12;-46,58;57,88;-56,86;43,4;72,44;51,89
1wt_D1EON;20;8,51;-3,88;6,07;48,85;38,92;-41,27;100,46;86,09;11,18
1wt_D1Skin;20;-3,63;7,49;3;48,86;40,48;-38,77;94,5;63,16;27,28
1wt_D2EON;20;-0,53;19,56;1,83;53,54;68,89;-59,76;107,6;69,34;27,69
1wt_D2Skin;20;7,92;4,13;-4,15;104,61;58,4;-76,98;95,34;100,07;11,42
1wt_E1EON;20;-28,94;52,83;-2,79;-43,27;13,09;-59,64;79,74;84,34;11,75
1wt_E1Skin;20;-9,97;16,57;-1,61;-51,39;-19,21;-69,07;90,8;77,63;12,4
1wt_E2EON;20;-14,85;53,72;4,57;-44,48;22,61;-61,4;100,25;169,64;88,5
1wt_E2Skin;20;-11,62;14,75;-2,84;-64,67;-3,48;-75,44;84,58;90,19;5,43
1wt_F1EON;20;6,09;29,05;3,41;56,47;15,61;-59,27;98,61;12,18;81,44
1wt_F1Skin;20;-12,02;14,07;16,61;45,93;-1,32;-43,29;91,55;64,66;25,4
1wt_F2EON;20;3,25;3,42;0,35;72,09;15,31;-64,73;85,14;132,94;43,35
1wt_F2Skin;20;-0,68;-5,86;3,01;60,7;0,84;-50,92;87,55;80,07;10,24
1wt_A1EON;21;0,63;11,81;-6,63;-22,3;136,38;-86,4;104,46;119,64;33,64
1wt_A1Skin;21;-20,08;14,18;-21,44;-71,8;121,5;-94,93;79,45;92,57;10,86
1wt_A2EON;21;-11,68;-10,8;3,72;-26,22;102,06;-56,79;130,05;128,73;63,82
1wt_A2Skin;21;-24,35;13,24;-25,16;-105,25;98,94;-111,41;95,8;145,33;55,95
1wt_B1EON;21;17,75;32,21;-14,03;54,26;152,23;-90,67;82,18;170,96;85,48
1wt_B1Skin;21;-26,29;3,36;7,77;10,16;95,09;-34,76;146,21;85,95;56,51
1wt_B2EON;21;20,41;1,83;-15,9;51,13;119,29;-80,22;79,78;118,4;30,51
1wt_B2Skin;21;-11,39;23,29;-4,92;49,9;121;-65,02;108,21;52,87;42,82
1wt_C1EON;21;3,09;20,37;-6,71;-53,13;62,4;-82,3;149,44;101,41;62,07
1wt_C1Skin;21;-3,24;9,08;-0,91;-18,25;30,32;-33,38;115,56;75,38;29,99
1wt_C2EON;21;-10,8;17,26;-11,89;-54,71;83,77;-79,73;132,31;114,76;52,44
1wt_C2Skin;21;-6,86;13,54;-7,29;-39,37;60,93;-52,15;49,1;69,68;47,84
1wt_D1EON;21;8,15;-1,93;9,51;48,49;40,87;-37,83;88,13;157,01;112,92
1wt_D1Skin;21;-3,99;7,88;3,94;48,49;40,87;-37,83;119,38;85,6;29,77
1wt_D2EON;21;-1,03;22,69;4,61;53,05;72,03;-56,98;97,92;60,06;31,19
1wt_D2Skin;21;8,03;3,27;-3,11;104,73;57,54;-75,95;96,8;112,02;23,15
1wt_E1EON;21;-28,97;53,34;-2,83;-43,31;13,6;-59,68;159,61;108,65;97,98
1wt_E1Skin;21;-9,9;16,83;-0,99;-51,32;-18,95;-68,44;84,6;84,57;7,67
1wt_E2EON;21;-15,38;53,79;4,48;-45;22,68;-61,49;115;131,19;51,49
1wt_E2Skin;21;-11,07;14,5;-1,63;-64,12;-3,72;-74,23;70,48;84,36;20,38
1wt_F1EON;21;6,2;30,97;2,31;56,58;17,53;-60,37;107,39;26,02;108,73
1wt_F1Skin;21;-11,9;14,21;17,4;46,05;-1,19;-42,51;83,85;84,6;8,21
1wt_F2EON;21;2,06;1,64;0,25;70,9;13,54;-64,83;125,13;144,73;92,86
1wt_F2Skin;21;-0,44;-6,1;3,58;60,94;0,61;-50,35;82,37;69,67;21,84
1wt_A1EON;22;-1,32;10,6;-0,82;-24,25;135,17;-80,59;109,92;117,93;35,39
1wt_A1Skin;22;-19,65;13,96;-19,93;-71,37;121,28;-93,43;80,68;102,17;15,42
1wt_A2EON;22;-13,28;-13,93;4,64;-27,82;98,93;-55,87;109,83;157,25;79,3
1wt_A2Skin;22;-24,76;11,71;-23,93;-105,67;97,41;-110,18;91,09;111,69;21,71
1wt_B1EON;22;17,98;30,49;-13,89;54,5;150,51;-90,53;112,88;96,16;23,78
1wt_B1Skin;22;-27,24;3,13;9,1;9,21;94,87;-33,43;100,89;91,74;11,03
1wt_B2EON;22;19,56;2,61;-11,03;50,28;120,07;-75,35;103,56;90,68;13,58
1wt_B2Skin;22;-12,5;24,45;-3,27;48,78;122,17;-63,37;90,87;107,46;17,48
1wt_C1EON;22;1,7;19,08;-4,85;-54,53;61,11;-80,44;112,77;130,57;49,18
1wt_C1Skin;22;-4,08;9,42;0,52;-19,08;30,65;-31,95;101,62;80,02;15,41
1wt_C2EON;22;-10,38;16,07;-11,75;-54,29;82,58;-79,6;100,85;169,06;88,61
1wt_C2Skin;22;-7,07;14,2;-4,82;-39,58;61,59;-49,68;87,06;67,41;22,81
1wt_D1EON;22;8,61;-6,74;4,86;48,95;36,06;-42,48;100,47;115,62;152,03
1wt_D1Skin;22;-5,42;7,77;6,17;47,07;40,76;-35,6;121;82,27;32,16
1wt_D2EON;22;-1,45;22,9;7,56;52,62;72,23;-54,03;83,44;85,18;8,16
1wt_D2Skin;22;7,61;3,16;-1,76;104,31;57,43;-74,6;95,93;91,43;6,1
1wt_E1EON;22;-30,79;52,19;-3,06;-45,12;12,46;-59,92;147,57;59,43;99,8
1wt_E1Skin;22;-9,8;16,73;0,12;-51,23;-19,04;-67,33;92,26;93,27;3,98
1wt_E2EON;22;-16,15;51,69;6,49;-45,78;20,58;-59,48;143,22;105,23;57,44
1wt_E2Skin;22;-10,39;15,11;0,6;-63,44;-3,11;-72;83,09;70,62;20,67
1wt_F1EON;22;4,72;33,18;1,94;55,1;19,74;-60,75;105,44;54,62;39,59
1wt_F1Skin;22;-11,82;14,25;18,46;46,13;-1,14;-41,44;89,53;74,92;15,09
1wt_F2EON;22;1,16;0,45;0,17;70;12,34;-64,91;165,74;101,23;98,7
1wt_F2Skin;22;-0,41;-5,17;4,87;60,97;1,54;-49,06;83,63;70,81;20,31
1wt_A1EON;23;-1,82;8,45;-0,78;-24,74;133,02;-80,55;107,98;162,03;89,86
1wt_A1Skin;23;-19,53;13,47;-18,16;-71,25;120,78;-91,65;81,39;112,45;24,22
1wt_A2EON;23;-13,48;-15,7;4,7;-28,02;97,16;-55,8;133,33;136,36;94,23
1wt_A2Skin;23;-24,41;12,05;-22,15;-105,32;97,75;-108,4;78,74;72,75;20,8
1wt_B1EON;23;15,32;31,54;-8,33;51,84;151,56;-84,97;100,49;63,99;28,35
1wt_B1Skin;23;-26,63;3,3;9,53;9,82;95,04;-32,99;62,7;37,14;66,88
1wt_B2EON;23;18,77;1,75;-9,09;49,49;119,2;-73,41;99,92;147,67;59,58
1wt_B2Skin;23;-11,44;22,28;-1,71;49,84;120;-61,81;68,3;138,93;57,11
1wt_C1EON;23;1,94;18,44;-4,77;-54,28;60,47;-80,36;91,01;176,76;86,92
1wt_C1Skin;23;-3,71;9,49;1,32;-18,72;30,72;-31,14;67,02;94,06;23,38
1wt_C2EON;23;-11,15;15,44;-11,85;-55,06;81,95;-79,69;129,55;140,22;93,61
1wt_C2Skin;23;-6,65;15,13;-3,47;-39,16;62,52;-48,33;91,88;47,32;42,74
1wt_D1EON;23;7,12;-4,39;4,47;47,46;38,41;-42,86;91,96;4,08;93,58
1wt_D1Skin;23;-6,23;8,47;7,62;46,26;41,46;-34,15;118,54;49,57;53,66
1wt_D2EON;23;-0,67;22,96;7,68;53,41;72,29;-53,9;54,63;35,53;87,1
1wt_D2Skin;23;7,78;3,21;-0,66;104,48;57,48;-73,5;76,44;103,47;19,3
