Track name;Time;Displacement X Reference Frame;Displacement Y Reference Frame;Displacement Z Reference Frame;Position X Reference Frame;Position Y Reference Frame;Position Z Reference Frame;Velocity Angle X Reference Frame;Velocity Angle Y Reference Frame;Velocity Angle Z Reference Frame
2od_B2EON;58;10,42;12,91;-4,04;23,04;63,34;-59,27;63,82;152,16;81,18
2od_B2Skin;58;1,32;5,25;0,52;43,49;74,65;-61,46;124,13;49,37;59,27
2od_C1EON;58;-19,6;14,34;-10,84;-50,62;7,69;-52,34;166,48;97,25;78,64
2od_C1Skin;58;-26;-2,71;-13,73;-74,07;10,9;-55,47;90;90;90
2od_C2EON;58;-15,58;21,72;-4,01;-75,56;0,65;-67,22;129,23;100,74;138,76
2od_C2Skin;58;-15,28;0,08;-2,67;-30,85;12,18;-28,59;90;90;90
2od_D1EON;58;17,22;29,61;8,28;46,28;30,05;-57,75;89,81;118,11;151,9
2od_D1Skin;58;-2,93;10,6;9,27;43,85;25,84;-39,52;47,2;47,58;106,79
2od_D2EON;58;4,76;35,87;7,73;44,24;19,31;-57,77;89,51;165,62;75,63
2od_D2Skin;58;6,68;12,26;-4,29;66,94;17,18;-72,57;66,35;53,57;134,23
2od_E1EON;58;-19,8;35,72;0,42;-70,62;-11,91;-60,63;111,97;151,74;73,12
2od_E1Skin;58;-17,62;7,25;4,25;-24,62;-50,05;-29,29;49,71;78,98;42,41
2od_E2EON;58;-3,21;38,2;15,8;-63,43;-13,66;-58,26;113,32;25,42;99,55
2od_E2Skin;58;-0,14;22,11;8,97;-65,86;-16,27;-48,81;90;90;90
2od_F1EON;58;9,88;40,01;-2,57;43,23;-7,89;-56,86;58,65;147,58;82,55
2od_F1Skin;58;18,87;19,49;-5,08;54,26;-16,43;-47,11;100,57;85,42;11,54
2od_F2EON;58;8;44,57;-21,21;38,48;23,29;-64,1;41,76;131,64;87,41
2od_F2Skin;58;-0,43;24,84;14,59;25,55;-46,96;-38,57;38,58;56,01;106,04
2od_A1EON;59;-40,2;15,7;0,66;-52,41;75,14;-58,96;110,56;152,95;73,2
2od_A1Skin;59;-2,42;-1,05;12,18;-51,21;49,98;-49,54;40,7;55,26;71,52
2od_A2EON;59;-26,89;33,59;-9,34;-40,47;58,77;-51,53;54,81;98,67;36,56
2od_A2Skin;59;-25,17;4,99;8,2;-73,43;81,27;-56,99;51,36;120,25;53,35
2od_B1EON;59;-12,01;8,58;25,97;24,27;62,25;-44,55;9,53;87,04;80,96
2od_B1Skin;59;7,38;19,61;-1,07;60,35;106,42;-84;26,03;115,92;92,25
2od_B2EON;59;11,71;10,09;-3,54;24,34;60,52;-58,76;67,42;139,97;58,94
2od_B2Skin;59;-1,26;8,38;4,33;40,91;77,78;-57,64;128,69;70,51;45,12
2od_C1EON;59;-19,6;14,34;-10,84;-50,62;7,69;-52,34;104,75;157,7;73,65
2od_C1Skin;59;-26;-2,71;-13,73;-74,07;10,9;-55,47;90;90;90
2od_C2EON;59;-15,83;20,62;-2,64;-75,81;-0,44;-65,85;98,19;128,06;39,25
2od_C2Skin;59;-15,28;0,08;-2,67;-30,85;12,18;-28,59;90;90;90
2od_D1EON;59;17,32;28,96;8,43;46,39;29,4;-57,6;80,99;164,26;77,2
2od_D1Skin;59;-0,97;12,54;8,44;45,81;27,78;-40,35;47,2;47,58;106,79
2od_D2EON;59;5,41;34,1;8,08;44,89;17,54;-57,43;71,88;158,71;79,19
2od_D2Skin;59;8,86;11,53;-4,47;69,11;16,45;-72,75;9,31;92,66;98,91
2od_E1EON;59;-20,27;34,93;0,7;-71,1;-12,7;-60,35;131,02;119;125,32
2od_E1Skin;59;-17,62;7,25;4,25;-24,62;-50,05;-29,29;90;90;90
2od_E2EON;59;-2,92;37,53;15,92;-63,14;-14,32;-58,14;144,15;106,43;120,86
2od_E2Skin;59;-0,14;22,11;8,97;-65,86;-16,27;-48,81;127,5;137,5;72,96
2od_F1EON;59;9,88;40,01;-2,57;43,23;-7,89;-56,86;70,87;133,74;130,09
2od_F1Skin;59;18,87;19,49;-5,08;54,26;-16,43;-47,11;90;90;90
2od_F2EON;59;7,82;43,5;-20,91;38,31;22,22;-63,8;68,03;155,69;80,12
2od_F2Skin;59;2,03;26,6;13,72;28,01;-45,2;-39,44;38,58;56,01;106,04
2od_A1EON;60;-40,7;13,09;1,41;-52,91;72,53;-58,21;122,13;142,56;72,87
2od_A1Skin;60;4,28;3,98;14,98;-44,51;55,01;-46,74;42,11;55,05;69,61
2od_A2EON;60;-26,09;34,1;-9,61;-39,68;59,28;-51,8;89,11;147,02;122,97
2od_A2Skin;60;-22,2;4,7;9,86;-70,46;80,98;-55,33;30,78;90,12;59,23
2od_B1EON;60;-9,42;10,02;27,25;26,85;63,68;-43,26;20,74;81,85;71,07
2od_B1Skin;60;13,49;14,93;-0,9;66,46;101,74;-83,83;44,23;134,04;86,68
2od_B2EON;60;12,51;8,74;-1,23;25,14;59,16;-56,45;63,26;109,84;34,31
2od_B2Skin;60;-2,49;7,29;4,82;39,68;76,68;-57,15;154,3;110,99;75,84
2od_C1EON;60;-19,79;13,65;-10,63;-50,81;7;-52,13;104,75;157,7;73,65
2od_C1Skin;60;-26;-2,71;-13,73;-74,07;10,9;-55,47;165,89;98,03;78,47
2od_C2EON;60;-15,83;20,62;-2,64;-75,81;-0,44;-65,85;169,39;82,71;82,33
2od_C2Skin;60;-15,28;0,08;-2,67;-30,85;12,18;-28,59;90;90;90
2od_D1EON;60;17,32;28,96;8,43;46,39;29,4;-57,6;90;90;90
2od_D1Skin;60;-0,97;12,54;8,44;45,81;27,78;-40,35;11,14;98,29;97,4
2od_D2EON;60;5,67;33,14;8,28;45,15;16,58;-57,22;72,87;159,43;78,96
2od_D2Skin;60;9,89;12,11;-4,79;70,14;17,03;-73,07;69,72;26,82;106,79
2od_E1EON;60;-22,33;33,85;-1,81;-73,15;-13,78;-62,86;126,86;108,5;137,27
2od_E1Skin;60;-17,62;7,25;4,25;-24,62;-50,05;-29,29;90;90;90
2od_E2EON;60;-4,38;37,79;15,05;-64,61;-14,06;-59;151,15;101,85;115,9
2od_E2Skin;60;-0,31;21,9;9,05;-66,03;-16,48;-48,73;127,5;137,5;72,96
2od_F1EON;60;11,67;36,24;-6,09;45,02;-11,67;-60,38;66,66;140,36;120,01
2od_F1Skin;60;18,87;19,49;-5,08;54,26;-16,43;-47,11;172,88;97,13;90
2od_F2EON;60;8,88;42,43;-20,81;39,36;21,15;-63,7;54;143,31;83,84
2od_F2Skin;60;2,03;26,6;13,72;28,01;-45,2;-39,44;90;90;90
2od_A1EON;61;-43,8;10,33;2,65;-56,01;69,76;-56,97;127,76;137,26;72,97
2od_A1Skin;61;3,82;3,77;15,12;-44,97;54,8;-46,61;144,16;121,27;74,28
2od_A2EON;61;-26,84;31,27;-10,85;-40,43;56,45;-53,03;108,07;156,38;104,7
2od_A2Skin;61;-22,43;4,99;9,83;-70,69;81,27;-55,36;147,09;57,09;89,9
2od_B1EON;61;-8,24;9,16;27,27;28,03;62,82;-43,24;38,78;128,73;88,31
2od_B1Skin;61;9,97;17,1;-0,86;62,94;103,91;-83,79;142,74;54,64;79,74
2od_B2EON;61;12,87;9,22;-1,42;25,49;59,64;-56,64;9,37;93,44;98,71
2od_B2Skin;61;-4,03;7,28;5,08;38,14;76,68;-56,89;133,16;43,45;94,1
2od_C1EON;61;-19,79;13,65;-10,63;-50,81;7;-52,13;151,67;110,38;108,81
2od_C1Skin;61;-27,24;-2,89;-13,47;-75,31;10,73;-55,22;165,89;98,03;78,47
2od_C2EON;61;-17,18;20,8;-2,46;-77,16;-0,27;-65,67;169,39;82,71;82,33
2od_C2Skin;61;-15,28;0,08;-2,67;-30,85;12,18;-28,59;90;90;90
2od_D1EON;61;17,32;28,96;8,43;46,39;29,4;-57,6;9,53;94,36;98,47
2od_D1Skin;61;-0,75;12,51;8,41;46,04;27,75;-40,38;11,14;98,29;97,4
2od_D2EON;61;5,88;32,6;8,38;45,36;16,04;-57,12;9,33;93,04;98,82
2od_D2Skin;61;9,64;13,53;-5,12;69,89;18,46;-73,4;99,73;16,07;102,67
2od_E1EON;61;-22,33;33,85;-1,81;-73,15;-13,78;-62,86;90;90;90
2od_E1Skin;61;-17,62;7,25;4,25;-24,62;-50,05;-29,29;90;90;90
2od_E2EON;61;-4,35;37,2;15,2;-64,58;-14,66;-58,86;111,02;152,56;73,18
2od_E2Skin;61;-0,31;21,9;9,05;-66,03;-16,48;-48,73;127,5;137,5;72,96
2od_F1EON;61;12,51;34,91;-5,89;45,85;-13;-60,18;93,08;145,72;124,11
2od_F1Skin;61;18,87;19,49;-5,08;54,26;-16,43;-47,11;90;90;90
2od_F2EON;61;10,05;40,47;-20,5;40,53;19,19;-63,39;48,18;137,83;85,51
2od_F2Skin;61;2,03;26,6;13,72;28,01;-45,2;-39,44;26,66;116,57;92,06
2od_A1EON;62;-44,31;8,76;3,14;-56,52;68,2;-56,48;118,54;123,9;132,75
2od_A1Skin;62;1,56;2,24;15,89;-47,23;53,27;-45,83;90;90;90
2od_A2EON;62;-28,48;27,03;-11,57;-42,07;52,21;-53,75;103,08;166,86;88,72
2od_A2Skin;62;-22,67;5,01;9,86;-70,93;81,28;-55,32;121,63;143,03;72,87
2od_B1EON;62;-6,18;7,42;27,37;30,09;61,08;-43,14;51,82;141,28;84,46
2od_B1Skin;62;0,54;24,35;2;53,5;111,16;-80,93;140,43;53,66;76,47
2od_B2EON;62;14,93;8,59;-1,6;27,55;59,02;-56,82;79,51;163,57;77,5
2od_B2Skin;62;-3,93;8,81;4,67;38,25;78,21;-57,3;86,33;15,49;105,03
2od_C1EON;62;-23,07;12,35;-11,83;-54,09;5,71;-53,33;153,64;109,33;107,22
2od_C1Skin;62;-27,24;-2,89;-13,47;-75,31;10,73;-55,22;90;90;90
2od_C2EON;62;-17,18;20,8;-2,46;-77,16;-0,27;-65,67;73,83;97,61;17,96
2od_C2Skin;62;-15,28;0,08;-2,67;-30,85;12,18;-28,59;90;90;90
2od_D1EON;62;19,03;28,83;8,18;48,09;29,26;-57,85;61,94;102,27;148,93
2od_D1Skin;62;-0,75;12,51;8,41;46,04;27,75;-40,38;90;90;90
2od_D2EON;62;8,93;32,97;7,77;48,4;16,41;-57,73;20,99;74,01;103,24
2od_D2Skin;62;9,64;13,53;-5,12;69,89;18,46;-73,4;90;90;90
2od_E1EON;62;-22,33;33,85;-1,81;-73,15;-13,78;-62,86;90;90;90
2od_E1Skin;62;-17,62;7,25;4,25;-24,62;-50,05;-29,29;165,06;99,08;78,23
2od_E2EON;62;-4,54;37,39;15,18;-64,77;-14,46;-58,87;111,04;152,54;73,17
2od_E2Skin;62;-0,66;21,48;9,21;-66,37;-16,89;-48,56;143,58;121,86;74,21
2od_F1EON;62;11,45;32,93;-8,34;44,8;-14,98;-62,63;91,35;141,25;128,73
2od_F1Skin;62;18,87;19,49;-5,08;54,26;-16,43;-47,11;90;90;90
2od_F2EON;62;11,57;39,44;-20,49;42,05;18,16;-63,38;107,47;155,54;73,42
2od_F2Skin;62;4,02;25,6;13,64;30;-46,2;-39,52;26,66;116,57;92,06
2od_A1EON;63;-46,01;7,74;-0,49;-58,22;67,18;-60,11;146,11;94,65;56,52
2od_A1Skin;63;3,82;3,77;15,12;-44,97;54,8;-46,61;76,54;21,33;106,24
2od_A2EON;63;-28,62;23,63;-10,67;-42,2;48,81;-52,86;121,34;148,48;86,93
2od_A2Skin;63;-23,59;3,23;10,48;-71,85;79,51;-54,71;73,13;159,62;78,9
2od_B1EON;63;-6,03;6,36;27,62;30,25;60,02;-42,89;58,29;141,5;109,5
2od_B1Skin;63;0,54;24,35;2;53,5;111,16;-80,93;104,09;66,21;28,12
2od_B2EON;63;12,95;8,79;-1,32;25,57;59,22;-56,54;170,07;84,3;81,9
2od_B2Skin;63;-3,93;8,81;4,67;38,25;78,21;-57,3;23,25;71,59;103,7
2od_C1EON;63;-23,3;12,35;-11,79;-54,32;5,7;-53,29;170,32;90,33;80,32
2od_C1Skin;63;-27,24;-2,89;-13,47;-75,31;10,73;-55,22;53,23;78,58;39,09
2od_C2EON;63;-15,67;20,08;2,7;-75,65;-0,98;-60,51;73,83;97,61;17,96
2od_C2Skin;63;-15,28;0,08;-2,67;-30,85;12,18;-28,59;56,5;52,31;55,46
2od_D1EON;63;19,69;27,89;4,12;48,75;28,33;-61,91;69,66;127,5;135,5
2od_D1Skin;63;-0,75;12,51;8,41;46,04;27,75;-40,38;11,14;98,29;97,4
2od_D2EON;63;9,68;33,72;7,45;49,16;17,16;-58,05;17,08;106,25;95,14
2od_D2Skin;63;9,64;13,53;-5,12;69,89;18,46;-73,4;90;90;90
2od_E1EON;63;-22,33;33,85;-1,81;-73,15;-13,78;-62,86;90;90;90
2od_E1Skin;63;-19,06;7,01;4,55;-26,06;-50,29;-28,99;165,06;99,08;78,23
2od_E2EON;63;-4,84;36;15,59;-65,06;-15,85;-58,47;106,7;156,16;73,48
2od_E2Skin;63;-2,3;20,6;9,72;-68,02;-17,78;-48,05;148,12;117,31;74,82
2od_F1EON;63;12,42;31,96;-8,25;45,76;-15,94;-62,54;63,78;152,12;81,19
2od_F1Skin;63;18,87;19,49;-5,08;54,26;-16,43;-47,11;90;90;90
2od_F2EON;63;9,48;38,76;-19,96;39,96;17,48;-62,85;55,29;129,48;58,6
2od_F2Skin;63;4,02;25,6;13,64;30;-46,2;-39,52;110,72;152,81;73,19
2od_A1EON;64;-46,54;8,55;4,62;-58,74;67,99;-55;85,42;114,59;25,07
2od_A1Skin;64;5,27;17,05;11,45;-43,53;68,08;-50,28;82,88;17,14;105,51
2od_A2EON;64;-30,62;23,52;-11,35;-44,21;48,7;-53,53;91,16;167,05;102,9
2od_A2Skin;64;-21,24;0,4;10,81;-69,5;76,68;-54,38;47,84;137,5;85,61
2od_B1EON;64;-3,72;3,76;25,81;32,55;57,42;-44,7;38,37;119,69;111,97
2od_B1Skin;64;-0,27;25,69;4,93;52,7;112,5;-78;97,12;58,26;32,72
2od_B2EON;64;13,49;8,73;-1,4;26,11;59,16;-56,62;97,92;162,41;74,39
2od_B2Skin;64;-2,64;9,25;4,34;39,53;78,65;-57,63;55,35;110,04;41,59
2od_C1EON;64;-24,25;12,35;-11,63;-55,27;5,7;-53,13;170,32;90,33;80,32
2od_C1Skin;64;-24,55;-2;-9,98;-72,61;11,62;-51,72;53,23;78,58;39,09
2od_C2EON;64;-15,67;20,08;2,7;-75,65;-0,98;-60,51;151,49;113,89;75,35
2od_C2Skin;64;-12,46;3,21;0,23;-28,03;15,31;-25,69;56,5;52,31;55,46
2od_D1EON;64;20,82;25,69;4,5;49,89;26,13;-61,53;26,46;116,37;92,12
2od_D1Skin;64;-0,52;12,47;8,38;46,26;27,71;-40,41;64;152,32;81,13
2od_D2EON;64;10,82;32,41;7,6;50,3;15,85;-57,91;64,09;129,28;129,72
2od_D2Skin;64;9,64;13,53;-5,12;69,89;18,46;-73,4;90;90;90
2od_E1EON;64;-22,33;33,85;-1,81;-73,15;-13,78;-62,86;153,9;64,01;87,78
2od_E1Skin;64;-19,06;7,01;4,55;-26,06;-50,29;-28,99;90;90;90
2od_E2EON;64;-4,86;36,4;15,49;-65,08;-15,46;-58,56;116,33;88,34;153,62
2od_E2Skin;64;-2,3;20,6;9,72;-68,02;-17,78;-48,05;143,88;121,56;74,25
2od_F1EON;64;12,75;30,34;-7,89;46,09;-17,56;-62,18;82,68;164,9;76,86
2od_F1Skin;64;18,87;19,49;-5,08;54,26;-16,43;-47,11;90;90;90
2od_F2EON;64;12,89;37,97;-19,29;43,37;16,7;-62,18;30,72;99,93;61,26
2od_F2Skin;64;3;23,03;14,47;28,98;-48,77;-38,69;110,72;152,81;73,19
2od_A1EON;65;-45,5;5,06;5,34;-57,7;64,5;-54,28;65,56;153,65;80,73
2od_A1Skin;65;5,7;18,2;11,08;-43,1;69,23;-50,65;57,18;50,29;56,92
2od_A2EON;65;-28,66;21,5;-11,16;-42,25;46,68;-53,34;67,94;155,63;80,14
2od_A2Skin;65;-18,68;-2,16;11,04;-66,94;74,12;-54,15;46,79;118,14;56,24
2od_B1EON;65;-1,59;3,56;25,5;34,69;57,22;-45,01;35,07;125,06;89,45
2od_B1Skin;65;-0,14;27,23;6,6;52,83;114,04;-76,33;115,47;80,77;27,32
2od_B2EON;65;12,82;7,9;-1,07;25,44;58,32;-56,29;53,73;69,04;43,74
2od_B2Skin;65;-2,35;7,86;6,74;39,82;77,26;-55,23;84,06;119,89;30,59
2od_C1EON;65;-24,25;12,35;-11,63;-55,27;5,7;-53,13;166,48;97,24;78,65
2od_C1Skin;65;-24,55;-2;-9,98;-72,61;11,62;-51,72;90;90;90
2od_C2EON;65;-16,93;19,5;3,06;-76,91;-1,57;-60,15;151,49;113,89;75,35
2od_C2Skin;65;-12,46;3,21;0,23;-28,03;15,31;-25,69;90;90;90
2od_D1EON;65;22,21;26,64;4,02;51,28;27,08;-62,01;16,25;105,27;95,42
2od_D1Skin;65;0,44;10,11;8,83;47,22;25,35;-39,96;68,22;155,85;80,07
2od_D2EON;65;12,82;29,18;2,86;52,29;12,61;-62,64;56,78;111,43;138,82
2od_D2Skin;65;9,64;13,53;-5,12;69,89;18,46;-73,4;90;90;90
2od_E1EON;65;-23,47;34,41;-1,76;-74,29;-13,22;-62,81;153,9;64,01;87,78
2od_E1Skin;65;-19,06;7,01;4,55;-26,06;-50,29;-28,99;90;90;90
2od_E2EON;65;-6,76;36,13;11,7;-66,99;-15,73;-62,36;114,17;102,16;152,59
2od_E2Skin;65;-4,64;19,08;10,51;-70,36;-19,29;-47,27;48,39;80,21;43,28
2od_F1EON;65;12,78;29,24;-7,61;46,12;-18,67;-61,9;97,43;162,69;74,46
2od_F1Skin;65;18,87;19,49;-5,08;54,26;-16,43;-47,11;90;90;90
2od_F2EON;65;15,67;37,52;-16,51;46,15;16,24;-59,4;37,42;87,38;52,7
2od_F2Skin;65;3;23,03;14,47;28,98;-48,77;-38,69;90;90;90
2od_A1EON;66;-43,41;1,77;5,84;-55,61;61,21;-53,78;57,92;146,92;82,75
2od_A1Skin;66;8,09;20,39;14,29;-40,7;71,41;-47,43;40,62;74,09;53,81
2od_A2EON;66;-28,47;18,3;-10,37;-42,06;43,48;-52,55;103,56;158,6;73,76
2od_A2Skin;66;-17,33;-2,29;13,98;-65,59;73,99;-51,21;65,47;92,21;24,64
2od_B1EON;66;-0,88;1,76;25,84;35,39;55,43;-44,67;69,25;125,98;136,69
2od_B1Skin;66;-1,32;26,08;7,1;51,65;112,89;-75,83;59,92;92,19;149,83
2od_B2EON;66;15,52;9,96;1,08;28,14;60,39;-54,14;47,87;59,09;57,66
2od_B2Skin;66;-2,35;7,86;6,74;39,82;77,26;-55,23;90;90;90
2od_C1EON;66;-26,11;12,11;-11,26;-57,13;5,46;-52,75;121,4;110,71;140,98
2od_C1Skin;66;-24,55;-2;-9,98;-72,61;11,62;-51,72;90;90;90
2od_C2EON;66;-16,93;19,5;3,06;-76,91;-1,57;-60,15;128,78;99,62;139,6
2od_C2Skin;66;-12,46;3,21;0,23;-28,03;15,31;-25,69;170,67;86,87;81,22
2od_D1EON;66;22,16;25,33;4,37;51,23;25,76;-61,66;9,53;94,35;98,47
2od_D1Skin;66;0,44;10,11;8,83;47,22;25,35;-39,96;90;90;90
2od_D2EON;66;14,62;29,88;2,38;54,1;13,32;-63,13;11,42;85,86;100,63
2od_D2Skin;66;9,64;13,53;-5,12;69,89;18,46;-73,4;11,41;98,75;97,27
2od_E1EON;66;-23,47;34,41;-1,76;-74,29;-13,22;-62,81;131,94;42,28;94,46
2od_E1Skin;66;-19,06;7,01;4,55;-26,06;-50,29;-28,99;158,67;106,37;76,7
2od_E2EON;66;-6,55;35,53;11,82;-66,77;-16,33;-62,24;62,36;87,5;27,78
2od_E2Skin;66;0,06;21,2;12,31;-65,66;-17,18;-45,47;30,61;67,15;70,77
2od_F1EON;66;12,59;29,21;-7,57;45,94;-18,7;-61,86;131,85;133,34;73,16
2od_F1Skin;66;18,87;19,49;-5,08;54,26;-16,43;-47,11;90;90;90
2od_F2EON;66;16,2;38,17;-16,76;46,68;16,89;-59,65;45,96;48,79;106,71
2od_F2Skin;66;3;23,03;14,47;28,98;-48,77;-38,69;90;90;90
2od_A1EON;67;-43,41;1,77;5,84;-55,61;61,21;-53,78;110,51;153;73,21
2od_A1Skin;67;9,72;19,65;14,21;-39,07;70,68;-47,52;24,48;114,31;92,74
2od_A2EON;67;-29,85;16,78;-9,74;-43,44;41,97;-51,93;125,25;139,64;72,9
2od_A2Skin;67;-17,33;-2,29;13,98;-65,59;73,99;-51,21;90;90;90
2od_B1EON;67;-0,23;1,31;22,71;36,05;54,97;-47,8;43,96;103,42;130,86
2od_B1Skin;67;1,85;27,07;3,17;54,82;113,88;-79,76;51,96;78,86;139,78
2od_B2EON;67;14,76;9,38;0,48;27,38;59,8;-54,75;90;90;90
2od_B2Skin;67;-2,35;7,86;6,74;39,82;77,26;-55,23;34,18;60,39;105,51
2od_C1EON;67;-28,23;9,64;-17,58;-59,26;2,99;-59,08;114,53;122,22;137,49
2od_C1Skin;67;-24,55;-2;-9,98;-72,61;11,62;-51,72;90;90;90
2od_C2EON;67;-19,81;18,73;-0,44;-79,79;-2,33;-63,65;128,78;99,62;139,6
2od_C2Skin;67;-13,4;3,26;0,38;-28,98;15,36;-25,55;170,67;86,87;81,22
2od_D1EON;67;22,88;26,59;3,92;51,95;27,02;-62,11;61,63;33,98;107,11
2od_D1Skin;67;0,44;10,11;8,83;47,22;25,35;-39,96;90;90;90
2od_D2EON;67;17,13;29,49;2,05;56,61;12,93;-63,45;12,42;100,32;96,84
2od_D2Skin;67;11,5;13,24;-5,36;71,76;18,17;-73,64;11,41;98,75;97,27
2od_E1EON;67;-24,67;35,74;-1,9;-75,5;-11,89;-62,95;94,79;39,15;51,26
2od_E1Skin;67;-19,92;6,75;4,76;-26,92;-50,55;-28,78;158,67;106,37;76,7
2od_E2EON;67;-4,77;36,32;15,5;-64,99;-15,54;-58,56;165,57;76,95;83,95
2od_E2Skin;67;0,06;21,2;12,31;-65,66;-17,18;-45,47;168,94;93,52;79,53
2od_F1EON;67;12,14;28,58;-7,33;45,49;-19,32;-61,62;123,9;140,91;72,88
2od_F1Skin;67;18,87;19,49;-5,08;54,26;-16,43;-47,11;53,49;41,57;107,07
2od_F2EON;67;16,9;38,68;-17,02;47,38;17,41;-59,91;20,47;74,58;103,12
2od_F2Skin;67;3;23,03;14,47;28,98;-48,77;-38,69;78,93;163,27;77,62
2od_A1EON;68;-44,96;-2,17;7,12;-57,16;57,26;-52,51;121,27;143,37;72,87
2od_A1Skin;68;9,72;19,65;14,21;-39,07;70,68;-47,52;106,45;156,36;73,5
2od_A2EON;68;-32,79;12,6;-8,17;-46,38;37,78;-50,35;111,54;152,11;73,15
2od_A2Skin;68;-17,33;-2,29;13,98;-65,59;73,99;-51,21;90;90;90
2od_B1EON;68;2,93;0,54;22,38;39,2;54,2;-48,14;35,35;114,86;66,59
2od_B1Skin;68;1,7;27,03;3,35;54,67;113,84;-79,58;106,19;19,9;101,26
2od_B2EON;68;15,52;9,96;1,08;28,14;60,39;-54,14;64,65;130;129,44
2od_B2Skin;68;-0,9;8,73;6,27;41,28;78,13;-55,7;14,73;103,43;95,95
2od_C1EON;68;-29,33;7,97;-16,97;-60,35;1,33;-58,46;134,9;130,38;73,36
2od_C1Skin;68;-24,55;-2;-9,98;-72,61;11,62;-51,72;90;90;90
2od_C2EON;68;-19,69;18,76;-0,29;-79,67;-2,3;-63,5;51,36;80,36;40,28
2od_C2Skin;68;-13,4;3,26;0,38;-28,98;15,36;-25,55;170,67;86,87;81,22
2od_D1EON;68;22,83;26,49;3,95;51,89;26,93;-62,08;36,01;126;89,16
2od_D1Skin;68;0,44;10,11;8,83;47,22;25,35;-39,96;60,66;34,87;107,13
2od_D2EON;68;16,84;29,47;2,1;56,32;12,91;-63,4;99,73;161,29;74,17
2od_D2Skin;68;11,5;13,24;-5,36;71,76;18,17;-73,64;76,43;161,84;78,16
2od_E1EON;68;-24;39,4;2,27;-74,83;-8,23;-58,78;83,12;49,11;41,72
2od_E1Skin;68;-19,92;6,75;4,76;-26,92;-50,55;-28,78;90;90;90
2od_E2EON;68;-8,22;35,92;12;-68,44;-15,94;-62,06;142,4;96,37;126,87
2od_E2Skin;68;-0,32;21,18;12,38;-66,04;-17,2;-45,4;168,94;93,52;79,53
2od_F1EON;68;12,21;28,68;-7,37;45,56;-19,22;-61,66;60,42;96,75;149,51
2od_F1Skin;68;20,23;21,19;-5,75;55,62;-14,72;-47,78;53,49;41,57;107,07
2od_F2EON;68;19,61;39,13;-17,59;50,09;17,85;-60,48;21,24;110,87;93,77
2od_F2Skin;68;3,41;20,99;14,93;29,39;-50,81;-38,23;78,93;163,27;77,62
2od_A1EON;69;-46,26;-2,64;7,46;-58,46;56,8;-52,16;156,04;109,17;76,16
2od_A1Skin;69;9,3;18,3;14,63;-39,49;69,32;-47,1;104;158,27;73,72
2od_A2EON;69;-31,86;11,95;-8,16;-45,44;37,13;-50,34;83,36;165,11;76,73
2od_A2Skin;69;-17,33;-2,29;13,98;-65,59;73,99;-51,21;151,91;61,96;88,4
2od_B1EON;69;3,77;-0,75;24,66;40,04;52,91;-45,85;44,76;134,55;86,52
2od_B1Skin;69;1,15;29,43;2,68;54,12;116,24;-80,25;62,97;34,52;109,78
2od_B2EON;69;15,46;8,31;-0,57;28,09;58,74;-55,8;103,56;158,6;73,76
2od_B2Skin;69;-0,58;7,43;6,55;41,59;76,83;-55,42;76,67;161,99;78,1
2od_C1EON;69;-30,05;7,97;-16,84;-61,07;1,32;-58,34;170,32;90,32;80,32
2od_C1Skin;69;-24,55;-2;-9,98;-72,61;11,62;-51,72;90,79;165,4;75,42
2od_C2EON;69;-19,69;18,76;-0,29;-79,67;-2,3;-63,5;90;90;90
2od_C2Skin;69;-14,11;3,3;0,49;-29,69;15,4;-25,44;170,67;86,87;81,22
2od_D1EON;69;25,12;24,97;3,96;54,19;25,4;-62,07;34,74;124,73;89,55
2od_D1Skin;69;1,3;11,54;8,31;48,08;26,78;-40,48;60,66;34,87;107,13
2od_D2EON;69;16,77;27,48;2,63;56,25;10,91;-62,87;84,6;134,61;134,89
2od_D2Skin;69;12,26;10,2;-4,7;72,51;15,12;-72,98;88,26;136,07;46,12
2od_E1EON;69;-24;39,4;2,27;-74,83;-8,23;-58,78;90;90;90
2od_E1Skin;69;-19,92;6,75;4,76;-26,92;-50,55;-28,78;170,71;87,56;81,03
2od_E2EON;69;-9,12;35,71;12,21;-69,34;-16,15;-61,85;122,21;142,48;72,87
2od_E2Skin;69;-1,08;21,13;12,52;-66,8;-17,25;-45,26;169,16;82,26;82,45
2od_F1EON;69;14,7;27,97;-11,79;48,04;-19,93;-66,08;59;117,39;136,32
2od_F1Skin;69;20,23;21,19;-5,75;55,62;-14,72;-47,78;164,39;96,92;76,07
2od_F2EON;69;19;37,88;-17,16;49,48;16,6;-60,05;59,22;148,1;82,4
2od_F2Skin;69;3,41;20,99;14,93;29,39;-50,81;-38,23;32,37;62,21;105,25
2od_A1EON;70;-46,26;-2,64;7,46;-58,46;56,8;-52,16;47,47;137,15;85,72
2od_A1Skin;70;8,9;16,49;15,16;-39,9;67,51;-46,56;121,55;143,1;72,87
2od_A2EON;70;-32,55;10,63;-7,7;-46,14;35,81;-49,88;113,1;138,92;58,19
2od_A2Skin;70;-19,63;-1,06;14,05;-67,89;75,21;-51,13;151,91;61,96;88,4
2od_B1EON;70;4,85;-1,37;22,54;41,13;52,3;-47,97;33,87;101,06;121,55
2od_B1Skin;70;3,05;29,47;2,35;56,02;116,28;-80,58;16,72;105,83;95,26
